curve1,curve2
hindbrain_E10.5_embryo1_sc52-0-1,935.887533430697,944.017244230395
hindbrain_E10.5_embryo1_sc53-0-1,NA,1504.36144116439
hindbrain_E10.5_embryo1_sc54-0-1,883.693626448058,886.277547856827
hindbrain_E10.5_embryo1_sc55-0-1,NA,1187.63406390661
hindbrain_E10.5_embryo1_sc56-0-1,993.823069905734,1038.0836208678
hindbrain_E10.5_embryo1_sc57-0-1,1055.86850081295,1091.29462178248
hindbrain_E10.5_embryo1_sc58-0-1,NA,1451.84362231504
hindbrain_E10.5_embryo1_sc59-0-1,958.295612429332,980.438886270524
hindbrain_E10.5_embryo1_sc60-0-1,1093.54697597407,1177.32336614488
hindbrain_E10.5_embryo1_sc61-0-1,1070.93586196296,1148.44711536856
hindbrain_E10.5_embryo1_sc62-0-1,1063.82844021623,1128.0132619197
hindbrain_E10.5_embryo1_sc63-0-1,NA,1622.23044807933
hindbrain_E10.5_embryo1_sc64-0-1,NA,1370.39773998293
hindbrain_E10.5_embryo2_sc67-1-1,629.169320125158,634.817659660782
hindbrain_E10.5_embryo2_sc68-1-1,NA,1604.10913004018
hindbrain_E10.5_embryo2_sc70-1-1,725.133194906079,716.573057458181
hindbrain_E10.5_embryo2_sc71-1-1,730.570447731922,723.828022343375
hindbrain_E10.5_embryo2_sc72-1-1,NA,1470.94228077214
hindbrain_E10.5_embryo2_sc74-1-1,1092.2489759737,1075.48311633492
hindbrain_E10.5_embryo2_sc75-1-1,703.539555836291,703.543140030702
hindbrain_E10.5_embryo2_sc76-1-1,570.597883354926,569.408873629774
hindbrain_E10.5_embryo2_sc77-1-1,706.949391460656,699.648517964719
hindbrain_E10.5_embryo2_sc78-1-1,861.947533295004,863.723255896499
hindbrain_E10.5_embryo2_sc79-1-1,824.415794343044,823.287338132148
hindbrain_E10.5_embryo2_sc80-1-1,690.55151346677,685.957894789059
hindbrain_E10.5_embryo2_sc81-1-1,890.280272090295,860.274738748463
hindbrain_E10.5_embryo2_sc82-1-1,1049.73924710347,1003.62324099506
hindbrain_E10.5_embryo2_sc83-1-1,725.923048342973,720.763207509335
hindbrain_E10.5_embryo2_sc84-1-1,705.508201537707,699.044175653494
hindbrain_E10.5_embryo2_sc85-1-1,1192.24591487031,NA
hindbrain_E10.5_embryo2_sc86-1-1,1014.56486568417,1027.96484330021
hindbrain_E10.5_embryo2_sc87-1-1,NA,1473.88659163707
hindbrain_E10.5_embryo2_sc88-1-1,725.25849853755,715.924964763463
hindbrain_E10.5_embryo2_sc89-1-1,1053.1542180336,1049.01626724271
hindbrain_E10.5_embryo2_sc90-1-1,750.251014991446,742.795378265326
hindbrain_E10.5_embryo2_sc91-1-1,720.445295512173,715.561613408864
hindbrain_E10.5_embryo2_sc92-1-1,1005.97819076973,1041.70997965937
hindbrain_E10.5_embryo2_sc93-1-1,750.920730647114,748.656437168633
hindbrain_E10.5_embryo2_sc94-1-1,735.359985353262,727.162051939427
hindbrain_E10.5_embryo2_sc95-1-1,648.858905703892,643.933512798881
hindbrain_E10.5_embryo2_sc96-1-1,652.608889212955,648.443771477458
hindbrain_E11.5_embryo1_sc65-0-2,1145.68832228545,1171.34367535079
hindbrain_E11.5_embryo1_sc66-0-2,NA,1325.46114887699
hindbrain_E11.5_embryo1_sc67-0-2,NA,1287.32267077861
hindbrain_E11.5_embryo1_sc68-0-2,1078.13944632283,1140.98436312545
hindbrain_E11.5_embryo1_sc69-0-2,1088.29575684143,1118.97770386208
hindbrain_E11.5_embryo1_sc70-0-2,688.25880851857,695.160984476737
hindbrain_E11.5_embryo1_sc71-0-2,1133.65836828616,1140.93238343165
hindbrain_E11.5_embryo1_sc72-0-2,NA,1533.86125433712
hindbrain_E11.5_embryo1_sc73-0-2,NA,1263.06062905261
hindbrain_E11.5_embryo1_sc74-0-2,NA,1517.50341039013
hindbrain_E11.5_embryo1_sc75-0-2,NA,1586.85229197751
hindbrain_E11.5_embryo1_sc76-0-2,1105.91832594181,1060.25191715171
hindbrain_E11.5_embryo1_sc77-0-2,NA,1300.96824721578
hindbrain_E11.5_embryo1_sc79-0-2,719.221866120629,712.941520791567
hindbrain_E11.5_embryo1_sc83-0-2,NA,1161.20855145735
hindbrain_E11.5_embryo1_sc84-0-2,1117.39488427147,1138.0803196966
hindbrain_E11.5_embryo1_sc85-0-2,610.108248165563,610.320979586008
hindbrain_E11.5_embryo1_sc86-0-2,NA,1638.32782834931
hindbrain_E11.5_embryo1_sc87-0-2,730.486003486267,725.885868561762
hindbrain_E11.5_embryo1_sc88-0-2,530.524670741712,530.454815362055
hindbrain_E11.5_embryo1_sc89-0-2,NA,1608.59579111566
hindbrain_E11.5_embryo1_sc90-0-2,NA,1344.5321667215
hindbrain_E11.5_embryo1_sc91-0-2,NA,1413.85599871288
hindbrain_E11.5_embryo1_sc92-0-2,952.620671452641,794.744658563637
hindbrain_E11.5_embryo1_sc94-0-2,746.268049126755,740.376411098548
hindbrain_E11.5_embryo1_sc95-0-2,819.934481001472,808.161277473573
hindbrain_E11.5_embryo1_sc96-0-2,814.14361281343,805.027142492687
hindbrain_E11.5_embryo2_sc1-1-2,NA,1147.169965309
hindbrain_E11.5_embryo2_sc2-1-2,1131.23314474176,1193.7215871603
hindbrain_E11.5_embryo2_sc3-1-2,1184.95943358997,1241.96951983755
hindbrain_E11.5_embryo2_sc4-1-2,NA,1241.98849811366
hindbrain_E11.5_embryo2_sc5-1-2,844.564096825999,840.6979322689
hindbrain_E11.5_embryo2_sc6-1-2,1060.5545670017,1037.00784827372
hindbrain_E11.5_embryo2_sc7-1-2,730.391893285955,728.34220692639
hindbrain_E11.5_embryo2_sc9-1-2,752.423806733,748.656437168633
hindbrain_E11.5_embryo2_sc10-1-2,899.353015329088,884.118273378267
hindbrain_E11.5_embryo2_sc11-1-2,798.377217786485,785.351237547127
hindbrain_E11.5_embryo2_sc12-1-2,849.475841529483,837.42696383405
hindbrain_E11.5_embryo2_sc13-1-2,705.508201537707,699.044175653494
hindbrain_E11.5_embryo2_sc14-1-2,746.682883263885,741.793805827263
hindbrain_E11.5_embryo2_sc15-1-2,NA,1363.95432110254
hindbrain_E11.5_embryo2_sc16-1-2,1116.72388623966,1195.75685583674
hindbrain_E11.5_embryo2_sc17-1-2,1036.95629647201,967.668082464626
hindbrain_E11.5_embryo2_sc18-1-2,440.721872875434,440.115995441825
hindbrain_E11.5_embryo2_sc25-1-2,790.96665284531,782.319086792667
hindbrain_E11.5_embryo2_sc26-1-2,867.959454807456,851.544195272359
hindbrain_E11.5_embryo2_sc27-1-2,1107.26163606833,994.855206117958
hindbrain_E11.5_embryo2_sc28-1-2,1219.38467597388,NA
hindbrain_E11.5_embryo2_sc29-1-2,1102.78563861059,1110.92509919895
hindbrain_E11.5_embryo2_sc30-1-2,1157.57954211475,1207.92953360133
hindbrain_E11.5_embryo2_sc31-1-2,1150.03117395402,1162.84962732888
hindbrain_E11.5_embryo2_sc32-1-2,657.912005956686,663.460492698421
