curve1,curve2
forebrain_E9.5_embryo1_sc4-0-0,0.225991572204833,0.22598733255903
forebrain_E9.5_embryo1_sc40-0-0,1.1003249537428,1.0999799783054
forebrain_E9.5_embryo1_sc41-0-0,3.10011164492228,3.10072260845756
forebrain_E9.5_embryo1_sc42-0-0,3.16848580617112,3.16481414022303
forebrain_E9.5_embryo1_sc43-0-0,2.12173763309805,2.12342627829459
forebrain_E9.5_embryo1_sc44-0-0,3.82338737328355,3.83301137379973
forebrain_E9.5_embryo1_sc45-0-0,2.52582258941013,2.52154033982654
forebrain_E9.5_embryo1_sc46-0-0,4.8994933560736,4.9097597531373
forebrain_E9.5_embryo1_sc47-0-0,2.82491166634985,2.8325121119625
forebrain_E9.5_embryo1_sc48-0-0,3.36001889423563,3.36233328239226
forebrain_E9.5_embryo1_sc49-0-0,0.276703714665057,0.276701727506991
forebrain_E9.5_embryo1_sc5-0-0,4.19091074555057,4.20736136252745
forebrain_E9.5_embryo1_sc6-0-0,0.880953090434997,0.881538231052913
forebrain_E9.5_embryo1_sc7-0-0,3.21430530717257,3.21945090467637
forebrain_E9.5_embryo1_sc8-0-0,2.96890182318656,2.96862252938954
forebrain_E9.5_embryo1_sc9-0-0,3.04657354661667,3.05599548093926
forebrain_E9.5_embryo2_sc39-1-0,7.9762215265399,8.01080865571518
forebrain_E9.5_embryo2_sc40-1-0,13.0958651195858,NA
forebrain_E9.5_embryo2_sc42-1-0,15.8379368454944,NA
forebrain_E9.5_embryo2_sc43-1-0,15.3366760189724,NA
forebrain_E9.5_embryo2_sc45-1-0,12.8429289379685,NA
forebrain_E9.5_embryo2_sc46-1-0,11.2737000673666,10.9697599986406
forebrain_E9.5_embryo2_sc47-1-0,11.7196593239479,NA
forebrain_E9.5_embryo2_sc48-1-0,NA,12.4584460695883
forebrain_E9.5_embryo2_sc49-1-0,15.2314722101262,NA
forebrain_E9.5_embryo2_sc50-1-0,11.4726244809967,11.7706431952425
forebrain_E9.5_embryo2_sc51-1-0,14.0667226430169,NA
forebrain_E9.5_embryo2_sc52-1-0,14.4853170784528,NA
forebrain_E9.5_embryo2_sc53-1-0,10.6165358981237,10.7123118157441
forebrain_E9.5_embryo2_sc54-1-0,11.3963614471336,11.3879951073228
forebrain_E9.5_embryo2_sc55-1-0,13.1330167487269,NA
forebrain_E9.5_embryo2_sc56-1-0,10.5498070801419,11.0607125076752
forebrain_E9.5_embryo2_sc57-1-0,NA,12.1174305935847
forebrain_E9.5_embryo2_sc58-1-0,12.9210560700876,NA
forebrain_E9.5_embryo2_sc59-1-0,12.393172215707,NA
forebrain_E9.5_embryo2_sc60-1-0,13.5194100207838,NA
forebrain_E9.5_embryo2_sc61-1-0,13.387537196129,NA
forebrain_E9.5_embryo2_sc62-1-0,15.4771604852256,NA
forebrain_E9.5_embryo2_sc63-1-0,16.1640065569229,NA
forebrain_E9.5_embryo2_sc64-1-0,11.9514209738475,11.8941154910845
forebrain_E9.5_embryo2_sc65-1-0,12.0426398175782,12.1958373088774
forebrain_E9.5_embryo2_sc66-1-0,12.2841574031117,NA
forebrain_E9.5_embryo2_sc67-1-0,11.9191174501205,NA
forebrain_E9.5_embryo2_sc68-1-0,NA,11.1608997211907
forebrain_E9.5_embryo2_sc69-1-0,12.313817003897,12.6247858796428
forebrain_E9.5_embryo2_sc70-1-0,11.8436067594374,11.7709069595691
forebrain_E9.5_embryo2_sc71-1-0,NA,11.7190226839067
forebrain_E9.5_embryo2_sc72-1-0,NA,11.3995362817546
forebrain_E9.5_embryo2_sc73-1-0,8.45620043166236,8.55278246628673
forebrain_E9.5_embryo2_sc74-1-0,NA,11.6344936988278
forebrain_E9.5_embryo2_sc75-1-0,15.0126828916359,NA
forebrain_E9.5_embryo2_sc76-1-0,8.37993041038521,8.33183787951523
forebrain_E9.5_embryo2_sc77-1-0,14.7051283789636,NA
forebrain_E9.5_embryo2_sc79-1-0,15.649527265839,NA
forebrain_E9.5_embryo2_sc80-1-0,NA,12.8049136715439
forebrain_E9.5_embryo2_sc81-1-0,13.1286699744074,NA
forebrain_E9.5_embryo2_sc82-1-0,13.8914811609355,NA
forebrain_E9.5_embryo2_sc84-1-0,NA,12.2710030423094
forebrain_E9.5_embryo2_sc86-1-0,13.6445993920916,NA
forebrain_E10.5_embryo1_sc67-0-1,8.43765870293188,9.05458802941403
forebrain_E10.5_embryo1_sc71-0-1,8.42981319394172,8.99498171735434
forebrain_E10.5_embryo1_sc77-0-1,8.87598937702219,9.26485984741804
forebrain_E10.5_embryo1_sc78-0-1,8.4714074862651,8.88103656554258
forebrain_E10.5_embryo1_sc79-0-1,NA,13.885067429061
forebrain_E10.5_embryo1_sc80-0-1,8.63563913087196,9.09579881669065
forebrain_E10.5_embryo1_sc89-0-1,9.60011751415712,9.2515859735085
forebrain_E10.5_embryo1_sc91-0-1,NA,16.6020831334208
forebrain_E10.5_embryo1_sc93-0-1,9.22184230729141,8.8553659055581
forebrain_E10.5_embryo2_sc1-1-1,12.5684686382419,NA
forebrain_E10.5_embryo2_sc3-1-1,NA,14.570156710639
forebrain_E10.5_embryo2_sc4-1-1,14.4677064925304,NA
forebrain_E10.5_embryo2_sc6-1-1,NA,13.7142690577669
forebrain_E10.5_embryo2_sc7-1-1,9.22020683649367,9.3887682554333
forebrain_E10.5_embryo2_sc10-1-1,13.8493739603414,NA
forebrain_E10.5_embryo2_sc11-1-1,8.89978862825034,8.95892736893193
forebrain_E10.5_embryo2_sc12-1-1,9.95263494987197,9.34857768807407
forebrain_E10.5_embryo2_sc13-1-1,13.3635252578658,NA
forebrain_E10.5_embryo2_sc14-1-1,NA,16.6714486331677
forebrain_E10.5_embryo2_sc15-1-1,8.68216900191708,9.3907828015148
forebrain_E10.5_embryo2_sc16-1-1,NA,13.4292408125051
forebrain_E10.5_embryo2_sc17-1-1,NA,14.5428014895969
forebrain_E10.5_embryo2_sc18-1-1,15.8162416788057,NA
forebrain_E10.5_embryo2_sc19-1-1,8.88252164993235,8.88545238033026
forebrain_E10.5_embryo2_sc20-1-1,NA,16.9597727270167
forebrain_E10.5_embryo2_sc21-1-1,14.548565818886,NA
forebrain_E10.5_embryo2_sc22-1-1,10.4954766193085,NA
forebrain_E10.5_embryo2_sc24-1-1,NA,13.5352503440171
forebrain_E10.5_embryo2_sc25-1-1,NA,13.1405055055585
forebrain_E10.5_embryo2_sc26-1-1,9.15398626625262,9.42695636439126
forebrain_E10.5_embryo2_sc27-1-1,NA,13.1462818050765
forebrain_E10.5_embryo2_sc28-1-1,13.4761526949085,NA
forebrain_E10.5_embryo2_sc29-1-1,NA,16.8524813619371
forebrain_E10.5_embryo2_sc30-1-1,13.9053075023418,NA
forebrain_E10.5_embryo2_sc31-1-1,8.98374706765803,8.82586459893758
forebrain_E10.5_embryo2_sc32-1-1,14.165919756238,NA
forebrain_E11.5_embryo1_sc1-0-2,9.19850753882021,10.2385858823708
forebrain_E11.5_embryo1_sc2-0-2,11.3261818379653,NA
forebrain_E11.5_embryo1_sc3-0-2,10.07679315048,NA
forebrain_E11.5_embryo1_sc4-0-2,16.0945003919312,NA
forebrain_E11.5_embryo1_sc5-0-2,15.7239419618337,NA
forebrain_E11.5_embryo1_sc6-0-2,14.8848875844815,NA
forebrain_E11.5_embryo1_sc7-0-2,9.43083595341887,8.91744727861341
forebrain_E11.5_embryo1_sc8-0-2,14.5138420063769,NA
forebrain_E11.5_embryo1_sc9-0-2,16.0025542877837,NA
forebrain_E11.5_embryo1_sc10-0-2,11.2389320115619,NA
forebrain_E11.5_embryo1_sc11-0-2,15.3817876008504,NA
forebrain_E11.5_embryo1_sc12-0-2,11.8372291957961,NA
forebrain_E11.5_embryo1_sc13-0-2,14.0370711319259,NA
forebrain_E11.5_embryo1_sc14-0-2,15.1768049683586,NA
forebrain_E11.5_embryo1_sc15-0-2,10.5728715636519,9.56077499614235
forebrain_E11.5_embryo1_sc16-0-2,10.1868908371501,10.1058859782266
forebrain_E11.5_embryo1_sc17-0-2,15.9720134585685,NA
forebrain_E11.5_embryo1_sc18-0-2,14.9406817381022,NA
forebrain_E11.5_embryo1_sc19-0-2,14.1275068760421,NA
forebrain_E11.5_embryo1_sc20-0-2,NA,9.60276962591893
forebrain_E11.5_embryo1_sc21-0-2,14.9232660393774,NA
forebrain_E11.5_embryo1_sc22-0-2,15.1017333662777,NA
forebrain_E11.5_embryo1_sc24-0-2,15.3763888039627,NA
forebrain_E11.5_embryo1_sc25-0-2,15.4415839709187,NA
forebrain_E11.5_embryo1_sc27-0-2,16.3537796862171,NA
forebrain_E11.5_embryo1_sc28-0-2,16.1416801191204,NA
forebrain_E11.5_embryo1_sc29-0-2,14.3600700840062,NA
forebrain_E11.5_embryo1_sc30-0-2,14.7322104365479,NA
forebrain_E11.5_embryo1_sc31-0-2,13.5068884885154,NA
forebrain_E11.5_embryo1_sc32-0-2,10.7405098795336,NA
forebrain_E11.5_embryo2_sc33-1-2,15.8895640963705,NA
forebrain_E11.5_embryo2_sc36-1-2,NA,13.643542414111
forebrain_E11.5_embryo2_sc37-1-2,NA,12.7270718210042
forebrain_E11.5_embryo2_sc38-1-2,5.22952717886768,5.24371831060663
forebrain_E11.5_embryo2_sc39-1-2,9.41020482789178,9.35327189357697
forebrain_E11.5_embryo2_sc40-1-2,16.1559356933591,NA
forebrain_E11.5_embryo2_sc41-1-2,9.84532536082762,9.61398492100498
forebrain_E11.5_embryo2_sc42-1-2,9.65149068292481,9.80372067421429
forebrain_E11.5_embryo2_sc43-1-2,NA,15.6380121924272
forebrain_E11.5_embryo2_sc44-1-2,NA,13.255334031449
forebrain_E11.5_embryo2_sc45-1-2,15.2566827310004,NA
forebrain_E11.5_embryo2_sc46-1-2,NA,16.0048798107248
forebrain_E11.5_embryo2_sc47-1-2,14.4821194430124,NA
forebrain_E11.5_embryo2_sc48-1-2,NA,14.6476298292251
forebrain_E11.5_embryo2_sc49-1-2,9.49260217686532,8.89236276256207
forebrain_E11.5_embryo2_sc50-1-2,NA,12.2146423025979
forebrain_E11.5_embryo2_sc51-1-2,NA,16.1117800184517
forebrain_E11.5_embryo2_sc52-1-2,NA,13.2380045118798
forebrain_E11.5_embryo2_sc53-1-2,NA,15.6241182276422
forebrain_E11.5_embryo2_sc54-1-2,NA,16.4402410355662
forebrain_E11.5_embryo2_sc55-1-2,NA,16.0564921561632
forebrain_E11.5_embryo2_sc56-1-2,NA,14.8158978163651
forebrain_E11.5_embryo2_sc57-1-2,NA,15.6873810083031
forebrain_E11.5_embryo2_sc58-1-2,15.7039588764816,NA
forebrain_E11.5_embryo2_sc59-1-2,NA,15.4412138857497
forebrain_E11.5_embryo2_sc60-1-2,NA,11.8649459017331
forebrain_E11.5_embryo2_sc61-1-2,NA,16.1492935406588
forebrain_E11.5_embryo2_sc62-1-2,NA,15.1921516617119
forebrain_E11.5_embryo2_sc63-1-2,NA,16.6940989402433
forebrain_E11.5_embryo2_sc64-1-2,NA,14.1148866676311
