X_umap_1,X_umap_2
1,3.22106093445303,-1.19969564064996
2,3.29770195181106,-1.16049734356306
3,3.37434574185606,-1.12130446820466
4,3.45099070551877,-1.08211388800929
5,3.52763822947023,-1.04292831533167
6,3.60428481256952,-1.00374090239976
7,3.68092128941981,-0.964533729431301
8,3.75755689461503,-0.925324852215173
9,3.83417822018311,-0.886088097386782
10,3.91077482106927,-0.846803077737136
11,3.98736079760699,-0.807497368494395
12,4.0638797268927,-0.768061303010724
13,4.14038647273694,-0.728601578271301
14,4.21686739275691,-0.689091961170812
15,4.29325615085002,-0.649404331354444
16,4.36941731234749,-0.609281650542424
17,4.44557847384495,-0.569158969730404
18,4.52173963534242,-0.529036288918385
19,4.59790079683989,-0.488913608106365
20,4.67383726211555,-0.44836825991174
21,4.74957570927819,-0.407454013754068
22,4.82519299118,-0.366315482983394
23,4.90037885983787,-0.32439370817676
24,4.9751030048896,-0.281656215275766
25,5.04969786968697,-0.238691599810847
26,5.12390115665666,-0.195067684106869
27,5.19731982441961,-0.150122703740867
28,5.27073849218256,-0.105177723374864
29,5.34415715994551,-0.0602327430088622
30,5.41757582770846,-0.0152877626428597
31,5.49012438424584,0.0310434891085785
32,5.56160394438338,0.0790112614061963
33,5.63218944003625,0.128286405431654
34,5.70263869722174,0.177752694058132
35,5.77207524253431,0.228634107277921
36,5.84108191285967,0.280092278260236
37,5.90941665478546,0.332442281773179
38,5.97663359504063,0.386218874017272
39,6.04295637157405,0.441096077967888
40,6.10889811869389,0.496426093642239
41,6.17325212050837,0.553600466913705
42,6.23759377792281,0.610788780032289
43,6.30082570186391,0.669201171034423
44,6.36402334545979,0.727651074273601
45,6.42585630801085,0.787542950002658
46,6.48704121933923,0.848088925272102
47,6.54750491025222,0.909362852168993
48,6.60727077766795,0.971309628669485
49,6.66537322200919,1.03482701209922
50,6.72324764454161,1.09854709717359
51,6.77951994322602,1.1636914018898
52,6.83579224191044,1.228835706606
53,6.89206454059485,1.29398001132221
54,6.94833683927927,1.35912431603842
55,7.00460913796369,1.42426862075463
56,7.059948778039,1.49019928275023
57,7.11352842015326,1.55756972108863
58,7.16667445349516,1.62528863407613
59,7.21783287834331,1.69451971042054
60,7.26891938877003,1.76380549892443
61,7.32000589919676,1.83309128742833
62,7.37054457918232,1.90274433763309
63,7.41523159177626,1.97632030478008
64,7.4599186043702,2.04989627192707
65,7.50460561696415,2.12347223907406
66,7.54929262955809,2.19704820622105
67,7.59397964215203,2.27062417336804
68,7.63866665474598,2.34420014051504
69,7.68335366733992,2.41777610766203
70,7.72804067993386,2.49135207480902
71,7.77272769252781,2.56492804195601
72,7.81741470512175,2.638504009103
73,7.8621017177157,2.71207997624999
74,7.90678873030964,2.78565594339699
75,7.95147574290358,2.85923191054398
76,7.99616275549753,2.93280787769097
77,8.04084976809147,3.00638384483796
78,8.08553678068541,3.07995981198495
79,8.13022379327936,3.15353577913194
80,8.1749108058733,3.22711174627894
81,8.21959781846724,3.30068771342593
82,8.26428483106119,3.37426368057292
83,8.30897184365513,3.44783964771991
84,8.35365885624907,3.5214156148669
85,8.39834586884302,3.59499158201389
86,8.44303288143696,3.66856754916089
87,8.48639300626607,3.74286090013417
88,8.52348419400863,3.82054356118561
89,8.5605753817512,3.89822622223704
90,8.59766656949376,3.97590888328848
91,8.63475775723633,4.05359154433991
92,8.67184894497889,4.13127420539135
93,8.70894013272146,4.20895686644279
94,8.74603132046402,4.28663952749422
95,8.77722632916351,4.36685583269985
96,8.80805370999372,4.44723011109372
97,8.83888109082393,4.52760438948759
98,8.86898466440964,4.60823892415865
99,8.89639830858416,4.68984066525074
100,8.92381195275866,4.77144240634282
101,8.94941298126973,4.85361875775128
102,8.97401808348881,4.93611082392116
103,8.9986231857079,5.01860289009103
104,9.02253811277199,5.10129199850831
105,9.04405616561993,5.18464219239142
106,9.06436690160698,5.26829425094055
107,9.0834052298863,5.35224288257513
108,9.10150865826583,5.43640117341503
109,9.11902816520755,5.5206804791273
110,9.13527654827905,5.60521504462629
111,9.15014670172569,5.69000317458036
112,9.1645713275557,5.77486943528419
113,9.17797369778922,5.85990148594414
114,9.19041033875052,5.94508075951245
115,9.20208912905809,6.03036797431451
116,9.21278564218792,6.11578245596696
117,9.22267634508943,6.20129576506151
118,9.23256704799095,6.28680907415607
119,9.2419256732683,6.37238123987248
120,9.2509035277116,6.45799499121067
121,9.25914981072762,6.5436825098619
122,9.26739609374365,6.62937002851314
123,9.27564237675967,6.71505754716438
124,9.28388858226281,6.80074507320549
125,9.29198213925903,6.88644715235959
126,9.30004873945514,6.97215176961507
127,9.30819249113977,7.05784902794345
128,9.31644961549186,7.14353550256822
129,9.32486267552872,7.22920669844729
130,9.33360810195412,7.31484445554141
131,9.34278788528704,7.40043641228272
132,9.35239934639928,7.48598155739029
133,9.36212014764284,7.57151417881508
134,9.37252273869979,7.6569659469782
135,9.3837615754527,7.74231215854137
136,9.39523022398084,7.82762790180545
137,9.40751209090128,7.91283047634211
138,9.42052082055986,7.99792458086633
139,9.43441870803165,8.08287848375383
140,9.44919425610031,8.16768408011618
141,9.46495676007811,8.25230984041513
142,9.48135987185349,8.33681492104353
143,9.4988051884889,8.42111096732914
